渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,素材类型_gif,素材类型_jpg,素材类型_sp,素材类型_swf,广告类型_banner,广告类型_tips,广告类型_不确定,广告类型_暂停,广告类型_横幅,合作方式_cpc,合作方式_cpd,合作方式_cpm,合作方式_roi,广告尺寸_140*40,广告尺寸_308*388,广告尺寸_390*270,广告尺寸_450*300,广告尺寸_480*360,广告尺寸_600*90,广告尺寸_900*120,广告尺寸_960*126,广告卖点_打折,广告卖点_满减,广告卖点_满赠,广告卖点_满返,广告卖点_直降,广告卖点_秒杀
A851,0.0003,0.0,0.0,0.0131,0.0,0.3103,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A852,0.0001,0.0,0.0,0.0099,0.0,0.8621,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A853,0.6623,0.0332,0.019,0.011,0.0092,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A854,0.0002,0.0,0.0,0.0057,0.0,0.4828,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A855,0.0006,0.0,0.0,0.0007,0.0,0.3793,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A856,0.1702,0.0307,0.0086,0.0206,0.0088,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A857,0.0002,0.0,0.0,0.0068,0.0,0.2759,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A858,0.0,0.0,0.0083,0.0079,0.0,0.8276,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A859,0.0,0.711,0.0,0.0914,0.3321,0.7931,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A860,0.0,0.0,0.294,0.0503,0.0845,0.9655,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A118,0.0272,0.0026,0.004,0.0028,0.0009,0.3448,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A119,0.0281,0.0051,0.0012,0.003,0.0005,0.069,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A120,0.002,0.0102,0.0105,0.0017,0.0014,0.4483,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A121,0.0331,0.0,0.0013,0.0017,0.0,0.8966,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A122,0.0157,0.0,0.0025,0.0014,0.0,0.4138,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A123,0.0332,0.0,0.0001,0.0006,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A124,0.0406,0.0358,0.008,0.0103,0.0125,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A125,0.0307,0.0818,0.0054,0.006,0.0065,0.8621,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A126,0.032,0.0077,0.0041,0.005,0.0018,0.6552,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A127,0.0204,0.0486,0.0018,0.0071,0.006,0.3103,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A128,0.019,0.0,0.0003,0.0021,0.0005,0.2759,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A129,0.015,0.0,0.0018,0.0025,0.0005,0.2759,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A130,0.042,0.0026,0.0009,0.0013,0.0,0.4138,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A131,0.0087,0.0128,0.0011,0.0034,0.0023,0.0345,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A132,0.0277,0.0026,0.0038,0.003,0.0005,0.8621,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A133,0.0292,0.0102,0.0014,0.0031,0.0005,0.7586,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A134,0.0022,0.0,0.0068,0.0017,0.0028,0.8276,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A135,0.0203,0.0,0.0001,0.0005,0.0,0.4138,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A136,0.024,0.0026,0.002,0.0024,0.0009,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A169,0.2412,0.0026,0.0012,0.0209,0.0005,0.5517,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A170,0.0001,0.0,0.0,0.0005,0.0,0.6897,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A171,0.0001,0.0,0.0,0.0193,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A384,0.1891,0.0,0.0016,0.0042,0.0,0.069,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A385,0.0614,0.0,0.0003,0.0001,0.0,0.1034,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A386,0.3667,0.0,0.0002,0.0031,0.0,0.8621,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A49,0.0001,0.0,0.0,0.0019,0.0,0.5172,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A50,0.0,0.0,0.0,0.0495,0.1418,0.7241,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A51,0.0,0.3018,0.0,0.0137,0.0148,0.8621,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A52,0.0,0.0,0.0,0.0064,0.0,0.2759,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A53,0.0,0.0,0.0102,0.0074,0.0,0.8621,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A54,0.0004,0.0691,0.2489,0.0111,0.0106,0.5172,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A55,0.0009,0.0716,0.2633,0.0098,0.012,0.2759,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A56,0.0003,0.133,0.2624,0.0127,0.0139,0.8966,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A569,0.0671,0.0153,0.0024,0.005,0.0032,0.8966,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A57,0.0542,0.0179,0.0031,0.0031,0.0023,0.4828,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A58,0.3172,0.0384,0.0027,0.0029,0.0028,0.4138,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A671,0.113,0.0051,0.0004,0.002,0.0018,0.4483,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A672,0.0244,0.0102,0.0004,0.0023,0.0014,0.1034,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A673,0.1097,0.0128,0.0039,0.0045,0.0023,0.3448,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A674,0.0342,0.2123,0.0457,0.0388,0.0499,0.6207,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A675,0.0668,0.0358,0.0029,0.0072,0.0028,0.4828,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A676,0.1859,0.0026,0.0021,0.0048,0.0005,0.5517,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A677,0.1188,0.0077,0.0017,0.0025,0.0014,0.5172,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A678,0.0029,0.0281,0.0031,0.003,0.0023,0.4828,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A679,0.0274,0.0332,0.0035,0.006,0.0051,0.5172,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A680,0.0769,0.0051,0.0018,0.0036,0.0014,0.2759,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A681,0.0058,0.0281,0.002,0.008,0.006,0.8621,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A682,0.1582,0.0,0.0002,0.004,0.0005,0.2759,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A683,0.0231,0.2097,0.0907,0.0326,0.049,0.931,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A684,0.065,0.0,0.0003,0.0002,0.0,0.7586,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A686,0.2406,0.0,0.0004,0.0056,0.0,0.3448,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
A687,0.0001,0.0,0.0,0.0003,0.0,0.7241,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A688,0.0001,0.0,0.0,0.0001,0.0,0.5517,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A861,0.0026,0.0,0.0035,0.0194,0.0005,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
A1,0.0,0.0,0.0122,0.0097,0.0,0.1034,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A10,0.0434,0.0205,0.0058,0.0097,0.0032,0.8276,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A100,0.0122,0.3913,0.1363,0.0634,0.1423,0.5517,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A101,0.0006,0.0,0.0,0.0002,0.0,0.4138,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A102,0.0001,0.0,0.0073,0.0051,0.0042,0.4483,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A103,0.0069,0.2506,0.1045,0.046,0.0633,0.6897,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A104,0.0006,0.0921,0.0254,0.041,0.0499,0.0345,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A105,0.3685,0.0435,0.0059,0.0096,0.0083,0.5862,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A106,0.0002,0.0,0.0015,0.0002,0.0,0.1034,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A107,0.0001,0.0,0.0,0.0001,0.0,0.7931,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A11,0.0195,0.0026,0.0041,0.0033,0.0,0.5172,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A114,0.0718,0.0153,0.0006,0.003,0.0028,0.5517,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A115,0.0896,0.0332,0.0122,0.0062,0.0065,0.5517,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A12,0.0048,0.0844,0.0164,0.0183,0.0148,0.6207,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A13,0.0,0.0,0.3182,0.0481,0.0517,0.2069,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A137,0.0203,0.1688,0.0457,0.0166,0.0245,0.1724,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A138,0.0001,0.0,0.0555,0.0229,0.0679,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A139,0.0435,0.0,0.0014,0.0062,0.0005,0.6207,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A14,0.0001,0.0,0.219,0.0402,0.0485,0.5862,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A140,0.0079,0.0,0.0009,0.007,0.0005,0.8621,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A141,0.0387,0.0,0.0016,0.0051,0.0005,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A142,0.0143,0.0,0.0025,0.006,0.0005,0.1034,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A143,0.0297,0.0,0.0016,0.0049,0.0005,0.2069,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A144,0.026,0.0,0.0014,0.0059,0.0018,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A145,0.016,0.0,0.0012,0.0055,0.0005,0.6207,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A146,0.0443,0.0,0.0008,0.0054,0.0005,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A147,0.014,0.0,0.0005,0.0053,0.0005,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A148,0.0165,0.0051,0.0019,0.0052,0.0005,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A149,0.0498,0.0077,0.0002,0.0062,0.0009,0.8276,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A15,0.0001,0.0,0.2594,0.0365,0.0878,0.2414,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A150,0.0438,0.0,0.0014,0.0051,0.0,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A151,0.029,0.0026,0.0013,0.0056,0.0005,0.5862,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A152,0.049,0.0,0.0011,0.0054,0.0005,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A153,0.0298,0.0026,0.0007,0.0053,0.0009,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A154,0.0164,0.0,0.0,0.0069,0.0005,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A16,0.0054,0.0921,0.0131,0.0168,0.0166,0.2759,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A17,0.0002,0.046,0.0224,0.0249,0.0379,0.8276,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A172,0.0,0.0,0.0,0.0024,0.0,0.6207,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A173,0.2097,0.0307,0.0031,0.0122,0.0065,0.4483,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A174,0.3519,0.0,0.0011,0.0093,0.0,0.9655,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A175,0.0001,0.0,0.0,0.0025,0.0,0.069,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A176,0.0,0.0,0.0,0.0022,0.0,0.931,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A178,0.001,0.087,0.045,0.0184,0.024,0.2759,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A179,0.0746,0.0435,0.0042,0.0153,0.0115,0.1034,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A18,0.012,0.0742,0.0136,0.0178,0.0129,0.4483,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A180,0.2119,0.0,0.0012,0.0104,0.0,0.8966,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A181,0.0,0.0,0.0,0.0038,0.0,0.1034,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A182,0.0,0.0,0.0,0.0026,0.0,0.1379,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A19,0.0,0.0,0.0222,0.0077,0.0,0.3448,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A190,0.0026,0.2481,0.0661,0.0196,0.0522,0.1724,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A2,0.0,0.1867,0.3731,0.033,0.0106,0.6552,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A20,0.0,0.202,0.0,0.0118,0.3141,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A284,0.0067,0.0,0.0001,0.0023,0.0,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A285,0.0304,0.0,0.0,0.0034,0.0,0.3103,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A286,0.0057,0.0,0.0001,0.0108,0.0009,0.2414,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A287,0.004,0.0,0.0002,0.0057,0.0,0.3448,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A288,0.0111,0.0,0.0001,0.0035,0.0005,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A289,0.0233,0.0,0.0001,0.0044,0.0,0.7931,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A290,0.0449,0.0,0.0,0.0036,0.0,0.5862,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A291,0.0085,0.0026,0.0004,0.0059,0.0005,0.069,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A292,0.0207,0.0,0.0001,0.0029,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A293,0.0112,0.0026,0.0001,0.0028,0.0,0.5862,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A294,0.0058,0.0,0.0,0.0001,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A295,0.2786,0.0435,0.0085,0.0078,0.037,0.1379,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A296,0.0001,0.0,0.0,0.0062,0.0388,0.0345,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A297,0.0678,0.0,0.0,0.0088,0.0,0.5517,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A298,0.0094,0.0,0.0,0.0044,0.0,0.2759,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A299,0.0106,0.0,0.0001,0.004,0.0005,0.5862,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A3,0.0121,0.266,0.0222,0.0417,0.054,0.2759,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A300,0.0099,0.0,0.0,0.0039,0.0,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A301,0.0134,0.0128,0.0014,0.0049,0.0014,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A302,0.0078,0.0,0.0,0.0037,0.0,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A303,0.013,0.0,0.0,0.0036,0.0,0.0345,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A304,0.0119,0.0,0.0001,0.0037,0.0,0.4483,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A305,0.0058,0.0,0.0002,0.0035,0.0,0.3793,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A306,0.0027,0.4757,0.0426,0.0228,0.0273,0.5517,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A307,0.0001,0.4348,0.0328,0.0345,0.0762,0.9655,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A308,0.0338,0.0026,0.0002,0.0041,0.0005,0.8966,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A309,0.0161,0.0026,0.0002,0.0137,0.0005,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A310,0.0258,0.0026,0.0004,0.0062,0.0005,0.8276,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A311,0.004,0.0,0.0002,0.0041,0.0,0.1034,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A312,0.0041,0.0,0.0003,0.0043,0.0,0.7241,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A313,0.0039,0.0026,0.0005,0.0093,0.0009,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A314,0.0079,0.0,0.0001,0.0024,0.0,0.6897,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A315,0.0057,0.0,0.0,0.0118,0.0,0.5862,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
